S.No.,Code,Name,,,,,,,,,,Main City,State,,Rank,,,,,,,,,,,,,,,
91,IR-E-C-42054,"Army Institute of TechnologyMore DetailsClose |  Close |  
TLR (100)",RPC (100),,GO (100),,OI (100),,PERCEPTION (100),,,Pune,Maharashtra,36.39,91,,53.18,2.46,,64.86,,58.4,,8.92,,,,,,
92,IR-E-U-0130,"Dhirubhai Ambani Institute of Information and Communication TechnologyMore DetailsClose |  Close |  
TLR (100)",RPC (100),,GO (100),,OI (100),,PERCEPTION (100),,,Gandhinagar,Gujarat,36.39,92,,48.98,10.06,,64.9,,46.8,,10.24,,,,,,
93,IR-E-C-41309,"Bharati Vidyapeeth Deemed University College of EngineeringMore DetailsClose |  Close |  
TLR (100)",RPC (100),,GO (100),,OI (100),,PERCEPTION (100),,,Pune,Maharashtra,36.14,93,,53.31,3.61,,59.38,,66.1,,5.8,,,,,,
94,IR-E-C-30045,"C. V. Raman College of Engineering More DetailsClose |  Close |  
TLR (100)",RPC (100),,GO (100),,OI (100),,PERCEPTION (100),,,Bhubaneswar,Odisha,36.12,94,,54.56,4.24,,60.8,,53.58,,9.59,,,,,,
95,IR-E-U-0454,"Hindustan Institute of Technology and Science More DetailsClose |  Close |  
TLR (100)",RPC (100),,GO (100),,OI (100),,PERCEPTION (100),,,Chennai,Tamil Nadu,36.11,95,,59.96,8.47,,47.83,,53.23,,6.86,,,,,,
96,IR-E-U-0382,"Punjab Technical UniversityMore DetailsClose |  Close |  
TLR (100)",RPC (100),,GO (100),,OI (100),,PERCEPTION (100),,,Kapurthala,Punjab,35.99,96,,76.47,24.94,,5.46,,42.83,,2.02,,,,,,
97,IR-E-C-36995,"Sri Krishna College of Engineering and TechnologyMore DetailsClose |  Close |  
TLR (100)",RPC (100),,GO (100),,OI (100),,PERCEPTION (100),,,Coimbatore,Tamil Nadu,35.97,97,,57.92,2.29,,63.51,,46.64,,5.44,,,,,,
98,IR-E-C-36984,"Bannari Amman Institute of TechnologyMore DetailsClose |  Close |  
TLR (100)",RPC (100),,GO (100),,OI (100),,PERCEPTION (100),,,Sathyamangalam,Tamil Nadu,35.9,98,,56.28,6.59,,53.94,,44.92,,17.65,,,,,,
99,IR-E-C-37065,"Kongu Engineering CollegeMore DetailsClose |  Close |  
TLR (100)",RPC (100),,GO (100),,OI (100),,PERCEPTION (100),,,Perundurai,Tamil Nadu,35.89,99,,58.18,8.21,,48.37,,45.7,,17.38,,,,,,
100,IR-E-C-25622,"Chaitanya Bharathi Institute of TechnologyMore DetailsClose |  Close |  
TLR (100)",RPC (100),,GO (100),,OI (100),,PERCEPTION (100),,,Hyderabad,Telangana,35.86,100,,61.07,2.16,,56.8,,51.01,,4.33,,,,,,
101,IR-E-C-6192,"Institute of Engineering & ManagementMore DetailsClose |  Close |  
TLR (100)",RPC (100),,GO (100),,OI (100),,PERCEPTION (100),,,Kolkata,West Bengal,35.79,101,,51.11,10.95,,55.18,,58.6,,2.81,,,,,,
102,IR-E-C-37028,"Sona College of TechnologyMore DetailsClose |  Close |  
TLR (100)",RPC (100),,GO (100),,OI (100),,PERCEPTION (100),,,Salem,Tamil Nadu,35.79,102,,61.49,6.57,,50.52,,48.69,,3.95,,,,,,
103,IR-E-C-18154,"University College of EngineeringMore DetailsClose |  Close |  
TLR (100)",RPC (100),,GO (100),,OI (100),,PERCEPTION (100),,,Kakinada,Andhra Pradesh,35.75,103,,55.08,4.2,,61.68,,55.55,,0.82,,,,,,
104,IR-E-U-0555,"Graphic Era UniversityMore DetailsClose |  Close |  
TLR (100)",RPC (100),,GO (100),,OI (100),,PERCEPTION (100),,,Dehradun,Uttarakhand,35.69,104,,59.87,14.68,,39.21,,54.45,,0.41,,,,,,
105,IR-E-C-33641,"Veermata Jijabai Technological InstituteMore DetailsClose |  Close |  
TLR (100)",RPC (100),,GO (100),,OI (100),,PERCEPTION (100),,,Mumbai,Maharashtra,35.64,105,,46.15,10.65,,68.05,,40.99,,8.92,,,,,,
