S.No.,Name,Main City,State,Rank
389,"Jerusalem College of Engineering",Chennai,Tamil Nadu
390,"Jhulelal Institute of Technology, Lonara",Nagpur,Maharashtra
391,"JIS COLLEGE OF ENGINEERING",Kalyani,West Bengal
392,"JNTUA College of Engineering",Anantapur,Andhra Pradesh,185
393,"JNTUA College of Engineering",Pulivendula,Andhra Pradesh
394,"JNTUA College of Engineering, Kalikiri",Chittoor,Andhra Pradesh
395,"JSS ACADEMY OF TECHNICAL EDUCATION",Bengaluru,Karnataka
396,"JSS ACADEMY OF TECHNICAL EDUCATION, NOIDA",Gautam Budh Nagar,Uttar Pradesh
397,"Jyothi Engineering College",Thrissur,Kerala
398,"JYOTHY INSTITUTE OF TECHNOLOGY",Bengaluru,Karnataka
399,"K. C. G. College of Technology",Chennai,Tamil Nadu
400,"K. G. Reddy College of Engineering & Technology",Rangareddy,Telangana
401,"K. J. S. Educational Institute`s Trinity College of Engineering and Research",Pune,Maharashtra
402,"K. J. Somaiya College of Engineering",Mumbai,Maharashtra,182
403,"K. J. Somaiya Institute of Engineering & Information Technology",Mumbai,Maharashtra
404,"K. K. R. & K. S. R. Institute of Technology & Sciences",Guntur,Andhra Pradesh
405,"K. K. Wagh Institute of Engineering Education & Research",Nashik,Maharashtra
406,"K. L. N. College of Engineering",Sivaganga,Tamil Nadu
407,"K. L. N. College of Information Technology",Madurai,Tamil Nadu
408,"K. Ramakrishnan College of Engineering",Samayapuram,Tamil Nadu
409,"K. Ramakrishnan College of Technology (New)",Tiruchirappalli,Tamil Nadu
410,"K. S. R. College of Engineering",Tiruchengode,Tamil Nadu
411,"K. S. R. M. College of Engineering",Kadapa,Andhra Pradesh
412,"K. S. Rangasamy College of Technology",Tiruchengode,Tamil Nadu
413,"K. S. School of Engineering and Management",Bengaluru,Karnataka
414,"K.J's Educational Institutes K.J.College of Engineering and Management Research Village Pisoli, Pune 48",PUNE,Maharashtra
415,"Kakatiya Institute of Technology & Science",Warangal,Telangana,181
416,"Kalaignar Karunanidhi Institute of Technology",Coimbatore,Tamil Nadu
417,"Kalasalingam Academy of Research and Higher Education",Srivilliputtur,Tamil Nadu,61
418,"Kalasalingam Institute of Technology",Srivilliputtur,Tamil Nadu
419,"Kalinga Institute of Industrial Technology",Bhubaneswar,Odisha,48
420,"Kallam Haranadhareddy Institute of Technology",Guntur,Andhra Pradesh
421,"Kalyani Charitable Trust`s Late G. N. Sapkal College of Engineering",Nashik,Maharashtra
422,"Kamala Institute of Technology & Science",Karimnagar,Telangana
423,"KAMARAJ COLLEGE OF ENGINEERING & TECHNOLOGY",Madurai,Tamil Nadu
424,"KANDULA LAKSHUMMA MEMORIAL COLLEGE OF ENGINEERING FOR WOMEN",Kadapa,Andhra Pradesh
425,"Karmaveer Bhaurao Patil College of Engineering",Satara,Maharashtra
426,"Karpagam Academy of Higher Education",Coimbatore,Tamil Nadu
427,"KARPAGAM COLLEGE OF ENGINEERING",Coimbatore,Tamil Nadu
428,"Karunya Institute of Technology and Sciences",Coimbatore,Tamil Nadu,72
429,"Kasegaon Education Society`s Rajarambapu Institute of Technology",Islampur,Maharashtra
430,"Kathir College of Engineering",Coimbatore,Tamil Nadu
431,"Kavikulguru Institute of Technology and Science",Ramtek,Maharashtra
432,"Keshav Memorial Institute of Technology",Hyderabad,Telangana
433,"KGISL INSTITUTE OF TECHNOLOGY",Coimbatore,Tamil Nadu
434,"KIET Group of Institutions",Ghaziabad,Uttar Pradesh
435,"Kings College of Engineering",Pudukkottai,Tamil Nadu
436,"KINGS ENGINEERING COLLEGE",Sriperumbudur,Tamil Nadu
437,"KLE Society`s College of Engineering & Technology",Belgaum,Karnataka
438,"KLE Technological University",Dharwad,Karnataka,159
439,"KLS Vishwanathrao Deshpande Institute of Technology, Haliyal",Haliyal,Karnataka
440,"KMM Institute of Technology & Science, Tirupathi",Chittoor,Andhra Pradesh
441,"Knowledge Institute of Technology",Salem,Tamil Nadu
442,"Knowledge Institute of Technology and Engineering",Anand,Gujarat
443,"Kolhapur Institute of Technology`s College of Engineering (Autonomous)",Kolhapur,Maharashtra
444,"Koneru Lakshmaiah Education Foundation University (K L College of Engineering)",Vaddeswaram,Andhra Pradesh,52
445,"Kongu Engineering College",Perundurai,Tamil Nadu,99
446,"Kongunadu College of Engineering and Technology",Tiruchirappalli,Tamil Nadu
447,"KPR Institute of Engineering and Technology",Coimbatore,Tamil Nadu
448,"Krishnaswamy College of Engineering",Cuddalore,Tamil Nadu
449,"KSR Institute for Engineering and Technology",Namakkal,Tamil Nadu
450,"Kumaraguru College of Technology",Coimbatore,Tamil Nadu,77
451,"Kuppam Engineering College",Kuppam,Andhra Pradesh
452,"Kurukshetra Institute of Technology & Management",Kurukshetra,Haryana
453,"Kurukshetra University",Kurukshetra,Haryana
454,"LAKIREDDY BALI REDDY COLLEGE OF ENGINEERING",Mylavaram,Andhra Pradesh
455,"Lakshmi Narain College of Technology",Bhopal,Madhya Pradesh
456,"Lakshmi Narain College of Technology & Science",Bhopal,Madhya Pradesh
457,"Laxmi Institute of Technology, Valsad 086",Valsad,Gujarat
458,"Laxminarayan Institute of Technology",Nagpur,Maharashtra
459,"Lendi Institute of Engineering & Technology",Vizianagaram,Andhra Pradesh
460,"Lingaya`s Vidyapeeth",Faridabad,Haryana
461,"Lingayas Institute of Management and Technology",Vijayawada,Andhra Pradesh
462,"Lovely Professional University",Phagwara,Punjab,125
463,"Loyola Institute of Technology",Chennai,Tamil Nadu
464,"Loyola Institute of Technology and Science",Nagercoil,Tamil Nadu
465,"Loyola-ICAM College of Engineering and Technology",Chennai,Tamil Nadu
466,"Lukhdhirji Engineering College",Morbi,Gujarat
467,"M. A. M. College of Engineering and Technology",Tiruchirappalli,Tamil Nadu
468,"M. B. E. Society`s College of Engineering",Ambajogai,Maharashtra
469,"M. G. R. Educational and Research Institute",Chennai,Tamil Nadu,196
470,"M. I. E. T. Engineering College",Tiruchirappalli,Tamil Nadu
471,"M. M. College of Technology",Raipur,Chhattisgarh
472,"M. S. Ramaiah Institute of Technology",Bengaluru,Karnataka,64
473,"M. S. Ramaiah University of Applied Sciences",Bengaluru,Karnataka
474,"M. V. J. College of Engineering",Bengaluru,Karnataka
475,"M.Kumarasamy College of Engineering",Karur,Tamil Nadu
476,"M.R.K. Institute of Technology",Cuddalore,Tamil Nadu
477,"Maamallan Institute of Technology",Sriperumpudur,Tamil Nadu
478,"Madan Mohan Malaviya University of Technology",Gorakhpur,Uttar Pradesh
479,"Madanapalle Institute of Technology & Science",Chittoor,Andhra Pradesh
480,"Madhav Institute of Technology and Science",Gwalior,Madhya Pradesh
481,"Maharaj Vijayaram Gajapathi Raj College of Engineering",Vizianagaram,Andhra Pradesh
482,"MAHARAJA AGRASEN INSTITUTE OF TECHNOLOGY",Delhi,Delhi
483,"Maharaja Institute of Tech. Mysore",Mysuru,Karnataka
484,"Maharaja Sayajirao University of Baroda",Vadodara,Gujarat,137
485,"Maharaja Surajmal Institute of Technology",New Delhi,Delhi
486,"Maharashtra Institute of Technology",Aurangabad,Maharashtra
487,"Maharishi Markandeshwar",Ambala,Haryana
488,"Maharshi Dayanand University, Rohtak",Rohtak,Haryana
489,"Maharshi Karve Stree Shikshan Samstha`s Cummins College of Engineering for Women",Pune,Maharashtra,188
490,"Mahatma Gandhi Institute of Technology",Hyderabad,Telangana
491,"Mahatma Gandhi Mission`s College of Engineering and Technology",Raigarh,Maharashtra
492,"Mahatma Gandhi Mission`s Jawaharlal Nehru Engineering College",Aurangabad,Maharashtra
493,"Mahendra College of Engineering",Salem,Tamil Nadu
494,"Mahendra Engineering College",Namakkal,Tamil Nadu
495,"Mahendra Institute of Technology",Namakkal,Tamil Nadu
496,"Mailam Engineering College",Viluppuram,Tamil Nadu
497,"Malineni Lakshmaiah Engineering College",Ongole,Andhra Pradesh
498,"Malla Reddy College of Engineering",Hyderabad,Telangana
499,"Malla Reddy College of Engineering and Technology",Secunderabad,Telangana
500,"Malla Reddy Engineering College",Hyderabad,Telangana
501,"Malla Reddy Engineering College for Women",Hyderabad,Telangana
502,"Malla Reddy Institute of Engineering and Technology",Rangareddy,Telangana
503,"Malla Reddy Institute of Technology & Science",Secunderabad,Telangana
504,"Malnad College of Engineering, HASSAN",Hassan,Karnataka
505,"Malviya National Institute of Technology",Jaipur,Rajasthan,53
506,"Manakulavinayagar Institute of Technology",Puducherry,Pondicherry
507,"Manav Rachna International Institute of Research & Studies",Faridabad,Haryana,164
508,"Mangalore Institute of Technology & Engineering",Mangaluru,Karnataka
509,"Manipal Institute of Technology",Manipal,Karnataka,43
510,"Manipur Institute of Technology",Imphal West,Manipur
511,"Mar Baselios Christian College of Engineering & Technology",Peermade,Kerala
512,"Mar Baselios College of Engineering and Technology",Thiruvananthapuram,Kerala
513,"Mar Baselios Institute of Technology and Science",Kothamangalam,Kerala
514,"Marathwada Institute of Technology",Aurangabad,Maharashtra
515,"Marian Engineering College",Thiruvananthapuram,Kerala
516,"Marri Educational Society`s Marri Laxman Reddy Institute of Technology and Management",Hyderabad,Telangana
517,"Matrusri Enginering College",Hyderabad,Telangana
518,"MATSYODARI SHIKSHAN SANSTHA'S COLLEGE OF ENGINEERING AND TECHNOLOGY, JALNA",Jalna,Maharashtra
519,"Maulana Abul Kalam Azad University of Technology",Nadia,West Bengal,165
520,"Maulana Azad National Institute of Technology",Bhopal,Madhya Pradesh,62
521,"MCKV Institute of Engineering 116",HOWRAH,West Bengal
522,"Medi-Caps University",Indore,Madhya Pradesh
523,"Meenakshi College of Engineering",Chennai,Tamil Nadu
524,"Meenakshi Sundararajan Engineering College",Chennai,Tamil Nadu
525,"Meerut Institute of Engineering & Technology",Meerut,Uttar Pradesh
526,"Meerut Institute of Technology",Meerut,Uttar Pradesh
527,"Meghnad Saha Institute of Technology",Kolkata,West Bengal
528,"Mepco Schlenk Engineering College",Sivakasi,Tamil Nadu,88
529,"Methodist College of Engineering & Technology",Hyderabad,Telangana
530,"MIT Academy of Engineering",Pune,Maharashtra
531,"MKSSS`s Cummins College of Engineering for Women",Nagpur,Maharashtra
532,"MLR Institute of Technology",Hyderabad,Telangana
533,"Model Institute of Engineering and Technology",Jammu,Jammu and Kashmir
534,"Mohamed Sathak Engineering College",Ramanathapuram,Tamil Nadu
535,"Moradabad Institute of Technology",Moradabad,Uttar Pradesh
536,"Mother Theresa Institute of Engineering and Technology",Palamaner,Andhra Pradesh
537,"Motilal Nehru National Institute of Technology",Allahabad,Uttar Pradesh,42
538,"MRR Institute of Technology & Science",Udayagiri,Andhra Pradesh
539,"Muffakham Jah College of Engineering and Technology",Hyderabad,Telangana
540,"Muthayammal Engineering College",Rasipuram,Tamil Nadu
541,"MUTHOOT INSTITUTE OF TECHNOLOGY AND SCIENCE",Puthencruz,Kerala
542,"MVSR Engineering College",Rangareddy,Telangana
543,"N. B. K. R. Institute of Science & Technology",Vidyanagar,Andhra Pradesh
544,"N. B. Navale Sinhgad College of Engineering",Kegaon,Maharashtra
545,"N. D. M. V. P. Samaj`s Nashik Engineering College",Nashik,Maharashtra
546,"N. M. A. M. Institute of Technology",Nitte,Karnataka,129
547,"Nadar Saraswathi College of Engineering & Technology",Theni,Tamil Nadu
548,"Nadimpalli Satyanarayana Raju Institute of Technology",Visakhapatnam,Andhra Pradesh
549,"Nagarjuna College of Engg. & Technology",Bengaluru,Karnataka
550,"Nagesh Karajagi Orchid College of Engineering and Technology, Solapur.",Solapur,Maharashtra
551,"Nalla Malla Reddy Engineering College",Rangareddy,Telangana
552,"Nalla Narasimha Reddy Education Society`s Group of Institutions",Hyderabad,Telangana
553,"Nanasaheb Mahadik College of Engineering, Pune - Banglore High way (NH4) Tal. Walwa",Sangli,Maharashtra
554,"Nandha Engineering College",Erode,Tamil Nadu
555,"Narasaraopeta Engineering College",Narasaraopet,Andhra Pradesh
556,"Narasaraopeta Institute of Technology",Narasaraopet,Andhra Pradesh
557,"NARSIMHAREDDY ENGINEERING COLLEGE",Secunderabad,Telangana
558,"Narula Institute of Technology",Kolkata,West Bengal,160
559,"National College of Engineering",Tirunelveli,Tamil Nadu
560,"National Engineering College",Kovilpatti,Tamil Nadu,166
561,"National Fire Service College",Nagpur,Maharashtra
562,"National Institute of Food Technology, Enterprenurship & Management",Sonipat,Haryana,119
563,"National Institute of Industrial Engineering",Mumbai,Maharashtra,66
564,"National Institute of Science & Technology",Berhampur,Odisha
565,"National Institute of Technology Agartala",Agartala,Tripura,70
566,"National Institute of Technology Arunachal Pradesh",Arunachal Pradesh,Arunachal Pradesh
567,"National Institute of Technology Calicut",Kozhikode,Kerala,28
568,"National Institute of Technology Delhi",Delhi,Delhi
569,"National Institute of Technology Durgapur",Durgapur,West Bengal,46
570,"National Institute of Technology Goa",Ponda,Goa,87
571,"National Institute of Technology Hamirpur",Hamirpur,Himachal Pradesh,60
572,"National Institute of Technology Jamshedpur",Jamshedpur,Jharkhand,130
573,"National Institute of Technology Karnataka",Surathkal,Karnataka,21
574,"National Institute of Technology Kurukshetra",Kurukshetra,Haryana,41
575,"National Institute of Technology Manipur",Imphal,Manipur
576,"National Institute of Technology Meghalaya",Shillong,Meghalaya,67
577,"National Institute of Technology Mizoram",Aizawl,Mizoram
578,"National Institute of Technology Nagaland",Dimapur,Nagaland
579,"National Institute of Technology Patna",Patna,Bihar,135
580,"National Institute of Technology Puducherry",Karaikal,Pondicherry
581,"National Institute of Technology Raipur",Raipur,Chhattisgarh,74
582,"National Institute of Technology Rourkela",Rourkela,Odisha,16
583,"National Institute of Technology Sikkim",South Sikkim,Sikkim
584,"National Institute of Technology Silchar",Silchar,Assam,51
585,"National Institute of Technology Srinagar",Srinagar,Jammu and Kashmir
586,"National Institute of Technology Tiruchirappalli",Tiruchirappalli,Tamil Nadu,10
587,"National Institute of Technology Uttarakhand",Srinagar (Garhwal),Uttarakhand
588,"National Institute of Technology Warangal",Warangal,Telangana,26
589,"Nelliandavar Institute of Technology",Pudhupalayam,Tamil Nadu
590,"Netaji Subhash Engineering College",Kolkata,West Bengal
591,"New Horizon College of Engineering",Bengaluru,Karnataka,106
592,"New Prince Shri Bhavani College of Engineering and Technology",Chennai,Tamil Nadu
593,"Nirma University",Ahmedabad,Gujarat,136
594,"NITTE Meenakshi Institute of Technology",Bengaluru,Karnataka,142
595,"Noida Institute of Engineering & Technology",Greater Noida,Uttar Pradesh
596,"Noorul Islam Centre for Higher Education -Kanyakumari",Kanyakumari,Tamil Nadu
597,"North Eastern Regional Institute of Science & Technology",Itanagar,Arunachal Pradesh,173
598,"Nova College of Engineering & Technology",Jangareddygudem,Andhra Pradesh
599,"NRI Institute of Technology, Pothavarappadu (V), Agiripalli (M), Vijayawada Rural, PIN-821212(CC-KN)",VIJAYAWADA,Andhra Pradesh
600,"NSS College of Engineering",Palakkad,Kerala
601,"Om Institute of Technology & Management",Hisar,Haryana
602,"P D A College of Engineering",Gulbarga,Karnataka
603,"P E S College of Engineering",Mandya,Karnataka,161
604,"P. A. College of Engineering and Technology",Pollachi,Tamil Nadu
605,"P. S. R. Engineering College",Virudhunagar,Tamil Nadu
606,"P. S. R. Rengasamy College of Engineering for Women",Sivakasi,Tamil Nadu
607,"P.V.G.s College of Engineering and Technology, Pune 9.",PUNE,Maharashtra
608,"Paavai Engineering College",Namakkal,Tamil Nadu
609,"Pace Institute of Technology and Sciences",Ongole,Andhra Pradesh
610,"Padmasri Dr. B.V. Raju Institute of Technology",Medak,Telangana,168
611,"Padre Conceicao College of Engineering",Verna,Goa
612,"Paladugu Parvathi Devi College of Engineering and Technology",Vijayawada,Andhra Pradesh
613,"Pandit Dwarka Prasad Mishra Indian Institute of Information Technology, Design and Manufacturing (IIITDM) Jabalpur",Jabalpur,Madhya Pradesh,75
614,"Pandiyan Saraswathi Yadav Engineering College, Arasanoor, Sivagangai",Sivaganga,Tamil Nadu
615,"Panimalar Engineering College",Thiruvallur,Tamil Nadu
616,"Panimalar Institute of Technology",Thiruvallur,Tamil Nadu
617,"Panjab University",Chandigarh,Chandigarh,54
618,"PARK COLLEGE OF ENGINEERING AND TECHNOLOGY",Coimbatore,Tamil Nadu
619,"PARUL UNIVERSITY",VADODARA,Gujarat
620,"Parvathareddy Babulreddy Visvodaya Institute of Technology and Science",Kavali,Andhra Pradesh
621,"Pavai College of Technology",Namakkal,Tamil Nadu
622,"PEC University of Technology",Chandigarh,Chandigarh,78
623,"PEOPLES EMPOWERMENT GROUPS ISB&M SCHOOL OF TECHNOLOGY, NANDE VILLAGE, MULSHI",Pune,Maharashtra
624,"Peri Institute of Technology",Kancheepuram,Tamil Nadu
625,"Periyar Manaimmai Institute of Science & Technology",Vallam Thanjavur,Tamil Nadu
626,"Perunthalaivar Kamarajar Institute of Engineering and Technology",Karaikal,Pondicherry
627,"PES University",Bengaluru,Karnataka,149
628,"Pimpri Chinchwad College of Engineering",Pune,Maharashtra,192
629,"Pondicherry Engineering College",Puducherry,Pondicherry,76
630,"Ponjesly College of Engineering",Nagercoil,Tamil Nadu
631,"Pragati Engineering College",Surampalem,Andhra Pradesh
632,"Prakasam Engineering College",Prakasam,Andhra Pradesh
633,"Pranveer Singh Institute of Technology",Kanpur,Uttar Pradesh
634,"Prasad V. Potluri Siddhartha Institue of Technology",Vijayawada,Andhra Pradesh
635,"Prathyusha Engineering College",Thiruvallur,Tamil Nadu
636,"Pravara Gramin Education Society`s Sir Vishweshwarayya College of Engineering",Nashik,Maharashtra
637,"PRESIDENCY UNIVERSITY , BENGALURU",Bengaluru,Karnataka
638,"Priyadarshini Bhagwati College of Engineering",Nagpur,Maharashtra
639,"Priyadarshini College of Engineering & Technology",Nellore,Andhra Pradesh
640,"Priyadarshini Engineering College",Nagpur,Maharashtra
641,"Priyadarshini Engineering College",Vaniyambadi,Tamil Nadu
642,"PRIYADARSHINI INSTITUTE OF ENGINEERING AND TECHNOLOGY,NAGPUR.",Nagpur,Maharashtra
643,"Prof. Ram Meghe Institute of Technology & Research",Badnera Amravati,Maharashtra
644,"Progressive Educational Society`s Modern College of Engineering",Pune,Maharashtra
645,"PSG College of Technology",Coimbatore,Tamil Nadu,44
646,"PSN Institute of Technology & Science",Tirunelveli,Tamil Nadu
647,"PSNA College of Engineering and Technology",Dindigul,Tamil Nadu,150
648,"Pune Institute of Computer Technology, Dhankawadi, Pune 411043",Pune,Maharashtra
649,"Punjab Technical University",Kapurthala,Punjab,96
650,"QIS College of Engineering & Technology",Ongole,Andhra Pradesh
651,"R. K. University",Rajkot,Gujarat
652,"R. M. D. Engineering College",Thiruvallur,Tamil Nadu
653,"R. M. K. College of Engineering and Technology",Thiruvallur,Tamil Nadu
654,"R. M. K. Engineering College",Thiruvallur,Tamil Nadu,158
655,"R. N. S. Institute of Technology",Bengaluru,Karnataka
656,"R. R. Institute of Technology",Bengaluru,Karnataka
657,"R. V. College of Engineering",Bengaluru,Karnataka,63
658,"R. V. R. & J. C. College of Engineering",Guntur,Andhra Pradesh
659,"Rabindranath Tagore University",Raisen,Madhya Pradesh
660,"Raghu Engineering College",Visakhapatnam,Andhra Pradesh
661,"Raghu Institute Of Technology",VISAKHAPATNAM,Andhra Pradesh
662,"RAJADHANI INSTITUTE OF ENGINEERING AND TECHNOLOGY",Attingal,Kerala
663,"Rajagiri School of Engineering and Technology",Ernakulam,Kerala
664,"Rajalakshmi Engineering College",Chennai,Tamil Nadu,139
665,"Rajarajeswari College of Engineering",Bengaluru,Karnataka
666,"Rajeev Gandhi Memorial College of Engineering & Technology",Nandyal,Andhra Pradesh
667,"Rajendra Mane College of Engineering & Technology",Devrukh,Maharashtra
668,"Rajiv Gandhi College of Engineering and Research",Nagpur,Maharashtra
669,"Rajiv Gandhi College of Engineering, Research and Technology",Chandrapur,Maharashtra
670,"Rajiv Gandhi University",Itanagar,Arunachal Pradesh
671,"Rajiv Gandhi University of Knowledge Technologies",Nuzvid,Andhra Pradesh
672,"Rajiv Gandhi University of Knowledge Technologies",vempalli,Andhra Pradesh
673,"Ramachandra College of Engineering",Eluru,Andhra Pradesh
674,"Ramco Institute of Technology",Virudhunagar,Tamil Nadu
675,"Rami Reddy Subbarami Reddy Engineering College",Sri Potti Sriramulu Nellore,Andhra Pradesh
676,"Ramrao Adik Institute of Technology",Navi Mumbai,Maharashtra,172
677,"Rathinam Technical Campus",Coimbatore,Tamil Nadu
678,"Ravindra College of Engineering for Women",Kurnool,Andhra Pradesh
679,"RCC Institute of Information Technology",Kolkata,West Bengal
680,"Reva University",Bengaluru,Karnataka
681,"Rewa Engineering College",Rewa,Madhya Pradesh
682,"RNB Global University",Bikaner,Rajasthan
683,"Roever Engineering College",Perambalur,Tamil Nadu
684,"ROHINI COLLEGE OF ENGINEERING AND TECHNOLOGY",Kanyakumari,Tamil Nadu
685,"Roorkee College of Engineering",Roorkee,Uttarakhand
686,"Roorkee Institute of Technology",Roorkee,Uttarakhand
687,"RTC Institute of Technology",Ranchi,Jharkhand
688,"Rungta College of Engineering & Technology",Bhilai,Chhattisgarh
689,"Rustamji Institute of Technology",Tekanpur,Madhya Pradesh
690,"RVS Educational Trust`s Group of Institutions",Coimbatore,Tamil Nadu
691,"S. A. Engineering College",Thiruvallur,Tamil Nadu
692,"S. B. Jain Institute of Technology Management and Research",Nagpur,Maharashtra
693,"S. B. Patil College of Engineering",Indapur,Maharashtra
694,"S. D. M. College of Engineering & Technology",Dharwad,Karnataka
695,"S. J. C. Institute of Technology",Chickballapur,Karnataka
696,"S. R. Engineering College",Warangal,Telangana
697,"S. V. R. Engineering College",Nandyal,Andhra Pradesh
698,"S. V. S. College of Engineering",Coimbatore,Tamil Nadu
699,"Sagar Institute of Research & Technology, Opp. Sagar Estates, Ayodhya Nagar, By Pass Road, Bhopal-462041",Bhopal,Madhya Pradesh
700,"Sagar Institute of Science Technology & Research (SISTEC-R)",Bhopal,Madhya Pradesh
701,"Sagi Ramakrishnam Raju Engineering College",Bhimavaram,Andhra Pradesh,189
702,"Sahrdaya College of Engineering & Technology",Kodakara,Kerala
703,"Sahyadri College of Engineering and Management",Mangaluru,Karnataka
704,"Sai Samajik Santha Sanchalit College of Engineering",Aurangabad,Maharashtra
705,"Sai Tirumala Nalabothu Venkata Rao Engineering College",Guntur,Andhra Pradesh
706,"Saintgits College of Engineering",Kottayam,Kerala
707,"SAL INSTITUTE OF TECHNOLOGY & ENGINEERING RESEARCH",Ahmedabad,Gujarat
708,"Samrat Ashok Technological Institute,Civil Lines, Netaji Subhash Marg, Vidisha",Vidisha,Madhya Pradesh
709,"Samskruti College of Engineering & Technology",Rangareddy,Telangana
710,"Sandip Foundation`s Sandip Institute of Engineering and Management",Nashik,Maharashtra
711,"Sanjivani Rural Education Society`s College of Engineering",Kopargaon,Maharashtra
712,"Sanketika Institute of Technology and Management",Visakhapatnam,Andhra Pradesh
713,"Sanketika Vidya Parishad Engineering College",Visakhapatnam,Andhra Pradesh
714,"Sant Longowal Institute of Engineering & Technology",Longowal,Punjab,133
715,"Santhiram Engineering College",Nandyal,Andhra Pradesh
716,"SARANATHAN COLLEGE OF ENGINEERING",Tiruchirapalli,Tamil Nadu
717,"Sardar Patel College of Engineering",Mumbai,Maharashtra,180
718,"Sardar Vallabhbhai National Institute of Technology",Surat,Gujarat,58
719,"Sarvajanik College of Engineering & Technology",Surat,Gujarat
720,"Sasi Institute of Technology & Engineering",Tadepalligudem,Andhra Pradesh
721,"Sasurie College of Engineering",Tiruppur,Tamil Nadu
722,"Sathyabama Institute of Science and Technology",Chennai,Tamil Nadu,47
723,"Satya Institute of Technology and Managemnet",Vizianagaram,Andhra Pradesh
724,"Saveetha Engineering College",Sriperumbudur,Tamil Nadu,124
725,"Saveetha Institute of Medical and Technical Sciences",Chennai,Tamil Nadu,187
726,"SCAD Institute of Technology",Tiruppur,Tamil Nadu
727,"SCHOLAR'S INSTITUTE OF TECHNOLOGY & MANAGEMENT",Guwahati,Assam
728,"SCHOOL OF ENGINEERING AND TECHNOLOGY",Jhajjar,Haryana
729,"School of Engineering, Cochin University of Science and Technology",Cochin,Kerala,116
730,"SCMS School of Engineering & Technology",Cochin,Kerala
731,"Scope College of Engineering",Bhopal,Madhya Pradesh
732,"Sengunthar College of Engineering",Tiruchengode,Tamil Nadu
733,"Sengunthar Engineering College",Tiruchengode,Tamil Nadu
734,"SES's R. C. Patel Institute of Technology",Shirpur,Maharashtra
735,"Seshachala Institute of Technology",Puttur,Andhra Pradesh
736,"Seth Jai Parkash Mukand Lal Inst. of Engineering & Technology",Yamunanagar,Haryana
737,"Sethu Institute of Technology",Virudhunagar,Tamil Nadu
738,"SF`s Sandip Institute of Technology and Research Centre",Nashik,Maharashtra
739,"Shaheed Bhagat Singh State Technical Campus",Ferozepur,Punjab
740,"Shanmugha Arts Science Technology & Research Academy",Thanjavur,Tamil Nadu,38
741,"Shantilal Shah Engineering College",Bhavnagar,Gujarat
742,"Sharda University",Greater Noida,Uttar Pradesh
743,"Shree Chanakya Education Society`s Indira College of Engineering & Management",Pune,Maharashtra
744,"Shree Rama Educational Society Group of Institutions",Tirupati,Andhra Pradesh
745,"Shree Venkateshwara Hi-Tech Engineering College",Erode,Tamil Nadu
746,"Shri Balasaheb Mane Shikshan Prasarak Mandal Ambap`s Ashokrao Mane Group of Institutions",Kolhapur,Maharashtra
747,"Shri G. S. Institute of Technology & Science",Indore,Madhya Pradesh
748,"Shri Guru Gobind Singhji Institute of Engineering and Technology",Nanded,Maharashtra
749,"Shri Labhubhai Trivedi Institute of Engineering and Technology",Rajkot,Gujarat
750,"SHRI MADHWA VADIRAJA INSTITUTE OF TECHNOLOGY AND MANAGEMENT",Udupi,Karnataka
751,"Shri Mata Vaishno Devi University",Katra,Jammu and Kashmir,85
752,"Shri Neminath Jain Brahmacharyashramas College of Engineering",Nashik,Maharashtra
753,"Shri Ram Murti Smarak College of Engineering & Technology",Bareilly,Uttar Pradesh
754,"Shri Ramdeobaba College of Engineering and Management",Nagpur,Maharashtra,112
755,"Shri Ramswaroop Memorial University",Lucknow,Uttar Pradesh
756,"SHRI SHANKARACHARYA ENGINEERING COLLEGE",Bhilai,Chhattisgarh
757,"Shri Shankaracharya Group of Institutions",Bhilai,Chhattisgarh
758,"Shri Shankaracharya Institute of Professional Management & Technology",Raipur,Chhattisgarh
759,"Shri Shankaracharya Institute of Technology & Management",Durg,Chhattisgarh
760,"Shri Shirdi Sai Institute of Science and Engineering",Anantapur,Andhra Pradesh
761,"SHRI SHIVAJI VIDYA PRASARAK SANSTHA'S LATE BAPUSAHEB SHIVAJIRAO DEORE COLLEGE OF ENGINEERING, DHULE",Dhule,Maharashtra
762,"Shri Vaishnav Vidyapeeth Vishwavidyalaya",Indore,Madhya Pradesh
763,"Shri Vile Parle Kelavani Mandal`s Dwarkadas J. Sanghvi College of Engineering",Mumbai Suburban,Maharashtra,195
764,"Shri Vishnu Engineering College for Women",Bhimavaram,Andhra Pradesh,183
765,"Siddaganga Institute of Technology",Tumkur,Karnataka,79
766,"Siddartha Educational Academy Group of Institutions (Integrated Campus)",Tirupathi,Andhra Pradesh
767,"Siddharth Institute of Engineering & Technology",PUTTUR,Andhra Pradesh
768,"Siddhartha Institute of Science & Technology",Puttur,Andhra Pradesh
769,"SIES Graduate School of Technology",Navi Mumbai,Maharashtra
770,"Sikkim Manipal University",Gangtok,Sikkim
771,"Siksha `O` Anusandhan",Bhubaneswar,Odisha,32
772,"Silicon Institute of Technology (SIT), Bhubaneswar",Bhubaneswar,Odisha
773,"Sinhgad Academy of Engineering",Pune,Maharashtra
774,"Sinhgad College of Engineering",Pune,Maharashtra
775,"Sinhgad Technical Education Society`s Sinhgad Institute of Technology",Pune,Maharashtra
776,"Sinhgad Technical Education Society`s Sinhgad Institute of Technology & Science",Pune,Maharashtra
