S.No.,Name,Main City,State,Rank
777,"Sinhgad Technical Education Society`s SKN Sinhgad Institute of Technology and Science",Pune,Maharashtra
778,"Sir C. R. R. College of Engineerng",West Godavari,Andhra Pradesh
779,"Sir C. V. Raman Institute of Technology & Sciences",Tadipatri,Andhra Pradesh
780,"Sir M. Visvesvaraya Institute of Technology",Bengaluru,Karnataka
781,"Sir Padmapat Singhania University",Udaipur,Rajasthan
782,"Sir Vishveshwaraiah Institute of Science & Technology",Chittoor,Andhra Pradesh
783,"SJB INSTITUTE OF TECHNOLOGY",Bengaluru,Karnataka
784,"Smt. Kamala & Vekappa M Agadi College of Engg. & Technology, Lakshmeshwara",Gadag,Karnataka
785,"SNS College of Engineering",Coimbatore,Tamil Nadu
786,"SNS College of Technology",Coimbatore,Tamil Nadu
787,"Sona College of Technology",Salem,Tamil Nadu,102
788,"Sou. Sushila Danchand Ghodawat Charitable Trust`s Sanjay Ghodawat Group of Institutions",Kolhapur,Maharashtra
789,"Sphoorthy Engineering College",Hyderabad,Telangana
790,"SREE BUDDHA COLLEGE OF ENGINEERING FOR WOMEN",Elavumthitta,Kerala
791,"SREE BUDDHA COLLEGE OF ENGINEERING, PATTOOR",Pattoor,Kerala
792,"Sree Chaitanya College of Engineering",Karimnagar,Telangana
793,"Sree Chitra Thirunal College of Engineering",Thiruvananthapuram,Kerala
794,"Sree Rama Engineering College",Tirupati,Andhra Pradesh
795,"Sree Sastha Institute of Engineering and Technology",Chembarambakkam,Tamil Nadu
796,"Sree Sowdambika College of Engineering",Aruppukottai,Tamil Nadu
797,"Sree Vidyanikethan Engineering College",A.Rangampet,Andhra Pradesh,167
798,"Sreenidhi Institute of Science & Technology",Rangareddy,Telangana
799,"Sreenivasa Institute of Technology and Management Studies",Chittoor,Andhra Pradesh
800,"Sri Balaji Chockalingam Engineering College",Tiruvannamalai,Tamil Nadu
801,"Sri Eshwar College of Engineering",Coimbatore,Tamil Nadu
802,"Sri Hindu College of Engineering & Technology",HYDERABAD,Telangana
803,"Sri Jayachamarajendra College of Engineering",Mysuru,Karnataka
804,"SRI JAYARAM INSTITUTE OF ENGINEERING AND TECHNOLOGY",Thiruvallur,Tamil Nadu
805,"Sri Krishna College of Engineering and Technology",Coimbatore,Tamil Nadu,97
806,"Sri Krishna College of Technology",Coimbatore,Tamil Nadu,145
807,"Sri Manakula Vinayagar Engineering College",Puducherry,Pondicherry
808,"Sri Mittapalli College of Engineering",Guntur,Andhra Pradesh
809,"Sri Mittapalli Institute of Technology for Women",Guntur,Andhra Pradesh
810,"Sri Muthukumaran Institute of Technology",Kancheepuram,Tamil Nadu
811,"Sri Padmavathi Mahila Visva Vidyalayam",Tirupathi,Andhra Pradesh
812,"Sri Ramakrishna Engineering College",Coimbatore,Tamil Nadu,138
813,"Sri Ramakrishna Institute of Technology",Coimbatore,Tamil Nadu
814,"Sri Sai Ram Institute of Technology",Chennai,Tamil Nadu,194
815,"Sri Sairam College of Engineering",Bengaluru,Karnataka
816,"Sri Sairam Engineering College",Kancheepuram,Tamil Nadu,123
817,"Sri Sarathi Institute of Engineering & Technoology",Nuzvid,Andhra Pradesh
818,"Sri Shakthi Institute of Engineering and Technology",Coimbatore,Tamil Nadu
819,"Sri Shanmugha College of Engineering and Technology",Sankari,Tamil Nadu
820,"Sri Siddharatha Acedemy of Higher Education",Tumkur,Karnataka
821,"Sri Siddhartha Institute of Technology, Tumkur.",Tumkur,Karnataka
822,"Sri Sivani College of Engineering",Srikakulam,Andhra Pradesh
823,"Sri Sivasubramaniya Nadar College of Engineering",Kancheepuram,Tamil Nadu,37
824,"Sri Vasavi Engineering College, Pedatadepalli, Tadepalligudem, PIN-534101 (CC-A8)",West Godavari,Andhra Pradesh
825,"Sri Venkatesa Perumal College of Engineering & Technology",Puttur,Andhra Pradesh
826,"SRI VENKATESHWARA COLLEGE OF ENGINEERING",Bengaluru,Karnataka
827,"Sri Venkateswara College of Engineering",Kadapa,Andhra Pradesh
828,"Sri Venkateswara College of Engineering",Tirupati,Andhra Pradesh
829,"Sri Venkateswara College of Engineering",Kancheepuram,Tamil Nadu,143
830,"Sri Venkateswara College of Engineering and Technology",Chittoor,Andhra Pradesh,176
831,"Sri Venkateswara Engineering College for Women",Tirupati,Andhra Pradesh
832,"Sri Venkateswara University",Tirupati,Andhra Pradesh,89
833,"Srinivasa Institute of Engineering and Technology",Amalapuram,Andhra Pradesh
834,"Srinivasa Ramanujan Institute of Technology",Anantapur,Andhra Pradesh
835,"Sriram Engineering College",Chennai,Tamil Nadu
836,"SRM Institute of Science and Technology",Chennai,Tamil Nadu,36
837,"SRM University",Sonipat,Haryana
838,"SSBT's College of Engineering & Technology",Jalgaon,Maharashtra
839,"SSM Institute of Engineering and Technology",Dindigul,Tamil Nadu
840,"St. Aloysius Institute of Technology, Mandla Road, Jabalpur - 482001",Jabalpur,Madhya Pradesh
841,"St. Francis Institute of Technology",Mumbai,Maharashtra
842,"St. Johns College of Engineering & Technology",Kurnool,Andhra Pradesh
843,"St. Joseph College of Engineering",Chennai,Tamil Nadu
844,"ST. JOSEPH ENGINEERING COLLEGE",Mangaluru,Karnataka
845,"ST. JOSEPH'S COLLEGE OF ENGINEERING",THANJAVUR,Tamil Nadu
846,"St. Joseph`s Institute of Technology",Chennai,Tamil Nadu
847,"St. Josephs College of Engineering",Kancheepuram,Tamil Nadu,128
848,"St. Martin's Engineering College",Secunderabad,Telangana
849,"St. Mary's Group of Institutions",Guntur,Andhra Pradesh
850,"St. Peter's Engineering College",Rangareddy,Telangana
851,"St. Peter`s College of Engineering and Technology",Avadi,Tamil Nadu
852,"St. Vincent Palloti College of Engineering and Technology",Nagpur,Maharashtra
853,"St. Xavier`s Catholic College of Engineering",Kanniyakumari,Tamil Nadu
854,"Stanley College of Engineering & Technology for Women",Hyderabad,Telangana
855,"Supreme Knowledge Foundation Group of Institutions",Hugli,West Bengal
856,"Suresh Gyan Vihar University",Jaipur,Rajasthan
857,"SVKM`s Narsee Monjee Institute of Management Studies ",Mumbai,Maharashtra,110
858,"Swami Keshvanand Institute of Technology, Management & Gramothan",Jaipur,Rajasthan
859,"Swami Vivekanand Subharti University",Meerut,Uttar Pradesh
860,"Swami Vivekananda Institute of Science & Technology",Kolkata,West Bengal
861,"Swami Vivekananda Institute of Technology",Hyderabad,Telangana
862,"SWARNANDHRA COLLEGE OF ENGINEERING & TECHNOLOGY",Narsapur,Andhra Pradesh
863,"Syed Ammal Engineering College",Ramanathapuram,Tamil Nadu
864,"Synergy Institute of Engineering & Technology",Dhenkanal,Odisha
865,"T. John Institute of Technology",Bengaluru,Karnataka
866,"T. K. M. College of Engineering",Kollam,Kerala
867,"T. K. M. Institute of Technology",Kollam,Kerala
868,"T. K. R. College of Engineering & Technology",Hyderabad,Telangana
869,"Tadipatri Engineering College",Anantapur,Andhra Pradesh
870,"Tagore Engineering College",Kancheepuram,Tamil Nadu
871,"Tagore Institute of Engineering and Technology",Attur,Tamil Nadu
872,"Tamil Nadu Fisheries University",Nagapattinam,Tamil Nadu
873,"Tamil Nadu Veterinary & Animal Sciences University",Chennai,Tamil Nadu,108
874,"Tatyasaheb Kore Institute of Engineering & Technology, WARANANAGAR",Warananagar,Maharashtra
875,"Techno India",Kolkata,West Bengal
876,"TECHNO INTERNATIONAL NEW TOWN",North Twenty Four Parganas,West Bengal
877,"Technology Education & Research Institute",Barna,Haryana
878,"Teegala Krishna Reddy Engineering College",Rangareddy,Telangana
879,"Teerthanker Mahaveer University",Moradabad,Uttar Pradesh
880,"Terna Public Charitable Trust's Terna Engineering College",Mumbai,Maharashtra
881,"Terna Public Charitable Trust`s College of Engineering",Osmanabad,Maharashtra
882,"Thadomal Shahani Engineering College",Mumbai,Maharashtra
883,"Thakur College of Engineering & Technology",Mumbai,Maharashtra,193
884,"Thapar Institute of Engineering and Technology (Deemed-to-be-university)",Patiala,Punjab,23
885,"The Assam Kaziranga University",Jorhat,Assam
886,"The Bombay Salesian Society`s Don Bosco Institute Technology",Mumbai,Maharashtra
887,"The Institute of Chartered Financial Analysts of India University",Agartala,Tripura
888,"The Kavery Engineering College",Salem,Tamil Nadu
889,"The LNM Institute of Information Technology",Jaipur,Rajasthan
890,"The National Institute of Engineering",Mysore,Karnataka,178
891,"The Northcap University",Gurgaon,Haryana,117
892,"The Oxford College of Engineering",Bengaluru,Karnataka
893,"The Rashtrasant Tukadoji Maharaj Nagpur University",Nagpur,Maharashtra,122
894,"Theni Kammavar Sangam College of Technology",Theni,Tamil Nadu
895,"Thiagarajar College of Engineering",Madurai,Tamil Nadu,56
896,"Tontadarya College of Engineering",Gadag,Karnataka
897,"Transnational Knowledge Society`s Group of Institutions",Indore,Madhya Pradesh
898,"Trident Academy of Technology (TAT)",Bhubaneswar,Odisha
899,"Trinity Academy of Engineering",Pune,Maharashtra
900,"Tulas Institute",Dehradun,Uttarakhand
901,"U. V. Patel College of Engineering",Kherva,Gujarat
902,"Ujjain Engineering College",Ujjain,Madhya Pradesh
903,"UNITED INSTITUTE OF TECHNOLOGY",Coimbatore,Tamil Nadu
904,"Universal Institute of Engg. & Technology , Vill Ballopur, Lalru",Sahibzada Ajit Singh Nagar,Punjab
905,"University College of Engineering",Hyderabad,Telangana,83
906,"University College of Engineering",Kakinada,Andhra Pradesh,103
907,"University College of Engineering",Vizianagaram,Andhra Pradesh
908,"University Institute of Chemical Technology",Jalgaon,Maharashtra
909,"University Institute of Engineering and Technology",Chandigarh,Chandigarh
910,"University Institute of Technology, RGPV",Bhopal,Madhya Pradesh
911,"University of Petroleum and Energy Studies",Dehradun,Uttarakhand,146
912,"Uttaranchal University",Dehradun,Uttarakhand
913,"V. S. B. Engineering College",Karur,Tamil Nadu
914,"V. S. M College of Engineering and Technology",Ramachandrapuram,Andhra Pradesh
915,"V. V. College of Engineering",Tirunelveli,Tamil Nadu
916,"V.R.S. COLLEGE OF ENGINEERING AND TECHNOLOGY",VILUPPURAM,Tamil Nadu
917,"Vaagdevi College of Engineering",Warangal (Rural),Telangana
918,"Vaagdevi Institute of Technology and Science",Proddatur,Andhra Pradesh
919,"Valliammai Engineering College",Chennai,Tamil Nadu
920,"Vallurupalli Nageswara Rao Vignana Jyothi Institute of Engineering and Technology",Hyderabad,Telangana,109
921,"Vardhaman College of Engineering",Rangareddy,Telangana,152
922,"Vasavi College of Engineering",Hyderabad,Telangana,170
923,"Vasireddy Venkatadri Institute of Technology",Guntur,Andhra Pradesh
924,"Vedant College of Engineering & Technology",Bundi,Rajasthan
925,"Veer Surendra Sai University of Technology",Burla,Odisha,126
926,"Veermata Jijabai Technological Institute",Mumbai,Maharashtra,105
927,"Vel Tech",Morai,Tamil Nadu,190
928,"Vel Tech High Tech Dr. Rangarajan Dr. Sakunthala Engineering College",Morai,Tamil Nadu
929,"Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College",Morai,Tamil Nadu,190
930,"Vel Tech Rangarajan Dr. Sagunthala R & D Institute of Science and Technology",Chennai,Tamil Nadu,86
931,"Velagapudi Ramakrishna Siddhartha Engineering College",Vijayawada,Andhra Pradesh,171
932,"Velalar College of Engineering and Technology",Erode,Tamil Nadu
933,"Velammal College of Engineering & Technology",Madurai,Tamil Nadu
934,"Velammal Engineering College (Engg. & Tech)",Chennai,Tamil Nadu
935,"Velammal Institute of Technology",Thiruvallur,Tamil Nadu
936,"Vellore Institute of Technology",Vellore,Tamil Nadu,18
937,"VELS Institute of Science Technology & Advanced Studies ",Chennai,Tamil Nadu
938,"Vemana Institute of Technology",Bengaluru,Karnataka
939,"Vemu Institute of Technology",Chittoor,Andhra Pradesh
940,"Vidya Jyothi Institute of Technology",Hyderabad,Telangana
941,"Vidya Vardhaka College of Engineering Mysore",Mysuru,Karnataka
942,"Vidya Vikas Institute of Engineering & Technology",Mysore,Karnataka
943,"Vidyalankar Institute of Technology Pearl Center",Mumbai,Maharashtra
944,"Vignan Institute of Technology and Science",Hyderabad,Telangana
945,"VIGNAN'S INSTITUTE OF ENGINEERING FOR WOME",Visakhapatnam,Andhra Pradesh
946,"Vignan`s Foundation for Science, Technology and Research",Guntur,Andhra Pradesh,107
947,"Vignan`s Institute of Information Technology",Visakhapatnam,Andhra Pradesh
948,"Vignan`s Lara Institute of Technology & Science",Vadlamudi,Andhra Pradesh
949,"Vignan`s Nirula Institute of Technology & Science for Women",Guntur,Andhra Pradesh
950,"Vignana Bharathi Institute of Technology",HYDERABAD,Telangana
951,"Vimal Jyothi Engineering College",Kannur,Kerala
952,"Vinayaka Mission's Kirupananda Variyar Engineering College",Salem,Tamil Nadu
953,"Vishnu Institute of Technology",Bhimavaram,Andhra Pradesh
954,"VISHWAKARMA GOVERNMENT ENGINEERING COLLEGE CHANDKH",Ahmedabad,Gujarat
955,"Vishwakarma Institute of Information Technology",Pune,Maharashtra
956,"Visvesvaraya National Institute of Technology",Nagpur,Maharashtra,31
957,"Visvodaya Engineering College",Kavali,Andhra Pradesh
958,"Viswanadha Institute of Technology and Management",Visakhapatnam,Andhra Pradesh
959,"Vivekanand Education Society`s Institute of Technology Sindhi Society",Mumbai Suburban,Maharashtra
960,"Vivekananda Institute of Technology, BANGALORE",Bangalore Rural,Karnataka
961,"Vivekanandha College of Engineering for Women",Namakkal,Tamil Nadu
962,"Vivekanandha College of Technology for Women",Namakkal,Tamil Nadu
963,"Walchand College of Engineering",Sangli,Maharashtra,153
964,"Walchand Institute of Technology",Solapur,Maharashtra
965,"World College of Technology & Management,Farukh Nagar-Haley Mandi Road,Gurgaon",Gurgaon,Haryana
966,"Yashoda Technical campus, Faculty of Engineering, Wadhe",SATARA,Maharashtra
967,"Yeshwantrao Chavan College of Engineering",Nagpur,Maharashtra,134
968,"YMCA University of Science & Tech",Faridabad,Haryana,144
969,"Zeal Education Society`s Zeal College of Engineering & Research",Pune,Maharashtra
